OBJECTID,STUD_AR_ID,STUD_AR_NM,STUD_AR_LBL,TOOLKIT_ID,Acres,AC_PER_1K,RepPrkAc,NEED_DESCP,PCT_Walk,aggregationMethod,HasData,ORIGINAL_OID,sourceCountry,populationtotals_totpop_cy,householdtotals_avghhsz_cy,householdincome_medhinc_cy,educationalattainment_nohs_cy,educationalattainment_somehs_cy,educationalattainment_hsgrad_cy,educationalattainment_ged_cy,educationalattainment_smcoll_cy,educationalattainment_asscdeg_c,educationalattainment_bachdeg_c,educationalattainment_graddeg_c,educationalattainment_educbasec,sports_mp33003a_b_i,sports_mp33004a_b_i,sports_mp33005a_b_i,sports_mp33012a_b_i,sports_mp33014a_b_i,sports_mp33015a_b_i,sports_mp33016a_b_i,sports_mp33020a_b_i,sports_mp33024a_b_i,sports_mp33025a_b_i,sports_mp33026a_b_i,sports_mp33028a_b_i,sports_mp33029a_b_i,sports_mp33030a_b_i,F5yearincrements_pop0_cy,F5yearincrements_pop5_cy,F5yearincrements_pop10_cy,F5yearincrements_pop15_cy,F5yearincrements_pop20_cy,F5yearincrements_pop25_cy,F5yearincrements_pop30_cy,F5yearincrements_pop35_cy,F5yearincrements_pop40_cy,F5yearincrements_pop45_cy,F5yearincrements_pop50_cy,F5yearincrements_pop55_cy,F5yearincrements_pop60_cy,F5yearincrements_pop65_cy,F5yearincrements_pop70_cy,F5yearincrements_pop75_cy,F5yearincrements_pop80_cy,F5yearincrements_pop85_cy,F5yearincrements_pop18up_cy,F1yearincrements_age18_cy,F1yearincrements_age19_cy,MEAN_Asthma,MEAN_Low_Birth_Weight,MEAN_Cardiovascular,aggregationMethod_1,HasData_1,ORIGINAL_OID_1,sourceCountry_1,raceandhispanicorigin_hisppop_c,raceandhispanicorigin_nonhisp_c,raceandhispanicorigin_nhspwht_c,raceandhispanicorigin_nhspblk_c,raceandhispanicorigin_nhspai_cy,raceandhispanicorigin_nhspasn_c,raceandhispanicorigin_nhsppi_cy,raceandhispanicorigin_nhspoth_c,raceandhispanicorigin_nhspmlt_c,Age0_17Pct,Age18_34Pct,Age35_54Pct,Age55_69Pct,Age70upPct,HispanicPct,WhitePct,Black_Pct,Asian_Pct,Am_Indian,Pac_Island,Other_Race,Multi_Race,No_HS,HS_Grad,Some_College,College,unemprt_cy,SHAPE_Length,SHAPE_Area
37,160,City of West Covina,City of West Covina,160,10279.64204897,1.413627,152.406,Moderate,43.93267094,,,,,110849,3.37,82692,5660,4896,18145,2237,15563,6763,16779,6425,76468,113,98,89,77,62,108,66,112,126,85,86,91,90,98,6251,6560,6875,7119,7576,8782,8862,7668,6918,6969,6960,7071,6333,5452,4257,3080,1984,2134,86886,1480,1362,37.56245465,5.84658646,7.13206994,BlockApportionment:US.BlockGroups,1,37,US,60548,50301,14698,3790,226,29220,142,177,2048,21.61769615,25.31551931,25.72418335,17.01052784,10.33387762,54.62205342,13.25947911,3.41906558,26.36018367,0.20388096,0.12810219,0.15967668,1.84755839,14,27,29,30,16.4,202991.482984057,-447779408.450607
38,167,City of Beverly Hills,City of Beverly Hills,167,3655.72245269,1.9,64.3,Moderate,80.14961267,,,,,35177,2.3,117361,472,625,2652,88,3726,1774,9403,8089,26829,102,108,110,95,125,160,108,154,115,91,133,170,89,127,1264,1421,1741,1908,2014,2390,2395,2490,2108,2099,2383,2587,2581,2130,1901,1426,1001,1338,29590,374,373,17.35941248,3.94068844,5.32480938,BlockApportionment:US.BlockGroups,1,38,US,2282,32895,26318,754,29,3747,10,87,1950,15.88253688,21.45151662,25.81232055,20.7465105,16.10711544,6.48719334,74.81593086,2.143446,10.65184638,0.08244023,0.02842767,0.24732069,5.54339483,4,10,21,65,14.4,86881.3775796164,-159242633.066662
39,082,City of Alhambra,City of Alhambra,82,4883.73564796,0.917058,77.861,High,43.89991611,,,,,85601,2.83,64542,6312,4241,13898,939,10212,5205,15266,7528,63601,101,115,97,87,57,107,83,104,145,99,86,104,85,119,3985,4206,4513,4276,5020,6514,6761,6351,5860,6026,5941,5988,5337,4749,3622,2474,1724,2256,70343,851,871,31.57922562,5.57269113,5.80349916,BlockApportionment:US.BlockGroups,1,39,US,29112,56489,7189,975,105,46728,55,94,1342,17.82455812,23.38407262,28.24499714,18.77781802,11.77089053,34.00894849,8.39826638,1.13900539,54.58814733,0.12266212,0.06425159,0.1098118,1.56773869,17,23,24,36,15.3,69040.7176190293,-212734673.883792
40,025,City of Industry,City of Industry,25,7715.80784535,129.225888,101.83,Very Low,20.3094055,,,,,213,3.21,71007,22,14,40,4,24,13,17,5,139,122,93,75,79,53,100,53,110,130,64,80,51,90,82,13,14,14,14,18,18,18,13,13,14,14,14,11,10,7,4,4,2,164,3,3,39.30871127,3.9988069,8.12695218,BlockApportionment:US.BlockGroups,1,40,US,162,51,17,2,0,29,0,0,2,23.00469484,28.16901408,25.35211268,16.43192488,7.98122066,76.05633803,7.98122066,0.93896714,13.61502347,0,0,0,0.93896714,26,32,27,16,17.6,367333.829099335,-336099202.83355
41,133,City of Walnut,City of Walnut,133,5744.03478245,7.553551,227.309,Very Low,76,,,,,29934,3.44,111989,1027,565,2809,288,3518,2099,8967,3574,22847,93,99,93,65,91,145,101,144,96,84,108,175,92,129,987,1160,1415,1789,1736,2124,2227,1825,1463,1819,2165,2497,2599,2255,1709,1072,596,499,25276,352,341,24.41598982,4.56460787,6.81610059,BlockApportionment:US.BlockGroups,1,41,US,5613,24321,3063,695,25,19784,27,40,687,15.56090065,22.64982963,24.29344558,24.55735952,12.94848667,18.75125276,10.23251153,2.32177457,66.09206922,0.08351707,0.09019844,0.13362731,2.29504911,7,14,25,55,13.5,90553.5935472446,-250209154.283848
42,027,City of La Puente,City of La Puente,27,2223.18267202,2.833238,114.273,High,23.67127441,,,,,40364,4.23,65627,5944,3348,7036,614,4444,1156,2567,600,25709,128,75,71,79,40,80,42,85,122,70,66,49,96,67,2848,2966,2994,2935,2912,3579,3432,2916,2497,2518,2290,2204,1984,1526,1045,754,491,474,29784,571,592,62.85529695,3.99770046,10.06908541,BlockApportionment:US.BlockGroups,1,42,US,34566,5798,1596,432,67,3403,31,45,224,26.21147557,27.46506788,25.32206917,14.15617877,6.84768606,85.63571499,3.95401843,1.07026063,8.4307799,0.1659895,0.07680111,0.11148548,0.55494996,36,30,22,12,16.7,86865.065221723,-96841449.8260978
43,090,City of West Hollywood,City of West Hollywood,90,1213.32247166,0.600933,21.258,Very High,72.05703641,,,,,36589,1.54,76320,363,380,2955,369,5420,2126,14747,6441,32801,88,127,114,116,89,148,115,160,133,119,119,160,111,98,711,627,481,489,1480,3759,4666,4302,3346,3133,2742,2346,2116,1825,1457,1134,880,1095,34489,108,100,25.31160639,4.87673409,6.6234826,BlockApportionment:US.BlockGroups,1,43,US,4504,32085,27229,1141,50,2314,31,93,1227,5.73942988,27.63945448,36.95919539,17.18275985,12.4791604,12.30971057,74.41854109,3.11842357,6.32430512,0.13665309,0.08472492,0.25417475,3.35346689,2,10,23,65,18.1,57027.9111638882,-52852115.4564728
44,110,City of Pico Rivera,City of Pico Rivera,110,5595.75616635,1.289736,82.369,Low,43.80999151,,,,,63185,3.79,68392,6236,5016,12545,1103,8113,3007,4312,1503,41835,124,91,73,86,47,90,41,96,131,69,73,41,98,75,4094,4281,4367,4239,4368,5349,5077,4345,3884,3805,3854,3600,3344,2628,2148,1554,1087,1159,47909,836,869,62.52974388,4.48574858,13.50065686,BlockApportionment:US.BlockGroups,1,44,US,58055,5130,2792,337,106,1560,14,46,275,24.1766242,26.11221018,25.14520851,15.14916515,9.41362665,91.88098441,4.41877028,0.53335444,2.46894041,0.16776134,0.02215716,0.07280209,0.43522988,27,33,27,14,16.2,98865.2028142811,-243750163.602841
45,148,City of Monterey Park,City of Monterey Park,148,4951.89772263,2.009912,126,Moderate,60.10509635,,,,,61255,3.02,66885,5652,3577,10261,589,6834,3671,11118,4683,46385,97,113,83,74,60,123,88,115,106,83,89,129,87,125,2546,2733,3022,3236,3335,4054,4141,4019,3763,4186,4322,4392,4120,3600,2964,2369,1915,2539,51018,653,645,29.0280998,5.76527752,5.10884835,BlockApportionment:US.BlockGroups,1,45,US,16104,45151,2473,174,45,41567,18,46,827,16.71210513,20.94196392,26.59374745,19.77307975,15.97747123,26.29009877,4.03722145,0.28405844,67.85895029,0.07346339,0.02938536,0.07509591,1.35009387,20,23,23,34,16,79673.5192954782,-215703801.979755
46,187,City of Whittier,City of Whittier,187,9385.52576919,3.8,330.8,Low,76.70814449,,,,,86653,3,81541,3496,3446,14325,992,14411,5306,9723,6401,58100,113,99,98,80,74,100,75,106,133,95,89,89,87,98,5291,5509,5781,5975,5999,6520,6412,5729,5365,5713,5454,5453,4865,4059,3009,2021,1525,1976,66666,1275,1293,54.39856044,4.3997624,11.06151713,BlockApportionment:US.BlockGroups,1,46,US,59156,27498,21682,715,208,3644,85,124,1039,23.06556034,24.81045088,25.68982032,16.5914625,9.84501402,68.26768837,25.02163803,0.82513012,4.20527852,0.24003785,0.09809239,0.14309949,1.19903523,12,26,34,28,14,162806.215631913,-408831861.175763
47,072,City of Huntington Park,City of Huntington Park,72,1928.88423676,0.687603,40.528,Very High,68.00963401,,,,,58820,3.99,41914,11227,7079,8041,530,4292,1303,1779,523,34774,129,31,72,69,20,40,58,39,105,95,35,83,92,44,4903,4871,4626,4571,5077,5733,4668,4164,3510,3666,3304,2675,2260,1817,1254,822,498,402,41697,914,932,56.49469546,4.95152,10.29907049,BlockApportionment:US.BlockGroups,1,47,US,57288,1532,806,192,27,336,15,81,75,29.11084665,29.45256715,24.89629378,11.47908875,5.05950357,97.39544373,1.37028222,0.32641959,0.57123427,0.04590275,0.02550153,0.13770826,0.12750765,53,25,16,7,17.9,66416.3029991805,-84021861.2648
48,042,City of La Habra Heights,City of La Habra Heights,42,3943.03726735,1.979308,10.809,Very Low,25.68792518,,,,,5270,2.96,139537,73,150,535,26,785,405,1285,789,4048,84,89,117,71,152,162,115,151,107,72,147,179,71,146,182,240,287,300,213,220,320,373,241,301,379,454,435,426,316,243,176,163,4365,62,43,46.7622198,4.09822362,9.08483321,BlockApportionment:US.BlockGroups,1,48,US,1411,3859,2639,35,4,1033,2,5,141,17.17267552,16.28083491,24.5540797,24.95256167,17.0398482,26.77419355,50.07590133,0.66413662,19.60151803,0.07590133,0.03795066,0.09487666,2.67552182,6,14,29,51,9.8,69831.9228523524,-171758016.331754
49,126,City of Santa Fe Springs,City of Santa Fe Springs,126,5684.36650292,5.759331,101.537,Low,67.46609385,,,,,17688,3.29,69331,1419,989,3439,375,2843,956,1521,508,12050,121,91,77,85,54,83,49,90,131,74,68,56,98,73,1021,1082,1083,1158,1295,1589,1343,1063,1083,1120,1090,1003,1009,824,761,485,332,347,13821,242,235,48.67502326,3.34515408,10.08796085,BlockApportionment:US.BlockGroups,1,49,US,14247,3442,1848,561,78,761,20,23,151,21.86227951,26.59430122,24.62686567,16.03346902,10.88308458,80.54613297,10.44776119,3.17164179,4.30235188,0.44097693,0.11307101,0.13003166,0.85368611,20,32,32,17,13.1,157057.486171385,-247610014.424114
50,182,City of Santa Monica,City of Santa Monica,182,5350.4469346,1.447654,133.95,Moderate,72.35645694,,,,,93519,1.89,97276,1879,1593,5361,740,9600,3678,29133,22152,74136,106,125,102,106,119,178,115,180,108,105,134,206,107,116,3383,3361,3624,3500,5515,7949,7589,8193,7180,6879,6741,6699,6074,5071,4171,2980,2048,2562,81085,682,752,34.73682597,4.73710609,5.45293126,BlockApportionment:US.BlockGroups,1,50,US,13511,80008,61972,3497,173,9842,120,319,4085,13.29569392,24.04538115,31.00225623,19.08061463,12.57605406,14.44733156,66.26674793,3.73934708,10.52406463,0.18498915,0.12831617,0.34110715,4.36809632,5,8,18,69,15.6,65651.7253080996,-233064536.210256
51,161,City of Carson,City of Carson,161,12121.77648235,1.528341,141.639,High,51.06317698,,,,,93587,3.57,84979,6557,5289,12873,1639,14528,6038,13236,5076,65236,112,99,86,79,70,108,73,113,106,75,87,90,85,99,5095,5417,5663,6097,6080,6896,6997,6015,5469,5702,6041,5985,5621,5130,4248,3180,2147,1804,73896,1269,1312,54.05029868,5.57219766,7.25487863,BlockApportionment:US.BlockGroups,1,51,US,36696,56891,6145,20465,139,25286,2191,214,2451,21.04031543,24.099501,24.81861797,17.88282561,12.15874,39.21057412,6.5660829,21.86735337,27.01870986,0.1485249,2.34113712,0.22866424,2.61895349,18,22,32,28,17.3,127682.490959414,-528022471.474901
52,131,City of Montebello,City of Montebello,131,5355.87435905,1.319649,83.993,Moderate,60.47002916,,,,,63742,3.29,56505,5985,4882,11391,997,7363,3142,6244,2377,42381,117,81,84,81,45,84,60,87,135,96,70,84,92,81,4121,4206,4262,4289,4481,5106,4767,4615,3932,3881,3726,3483,3198,2705,2310,1755,1323,1582,48591,894,834,48.03251597,5.02744667,9.6026815,BlockApportionment:US.BlockGroups,1,52,US,51150,12592,4578,332,91,7095,36,61,399,23.76925732,25.22983276,25.34278811,14.7249851,10.93470553,80.24536412,7.18207775,0.52084968,11.13080857,0.14276301,0.05647768,0.09569828,0.6259609,26,29,25,20,16.7,99351.964330458,-233300953.873807
53,157,City of Diamond Bar,City of Diamond Bar,157,9383.96624058,2.7,152.5,Low,27.80540482,,,,,55931,3.11,105279,1311,1024,5513,558,6972,3474,15373,8264,42489,100,98,94,66,84,134,95,133,98,83,102,152,85,122,2197,2443,2714,2912,3176,4214,4466,3804,3030,3370,4009,4510,4339,3775,2975,1928,1130,938,46788,574,549,22.95189856,4.45126971,7.05142485,BlockApportionment:US.BlockGroups,1,53,US,11278,44653,10152,2016,63,30822,86,81,1432,16.34692746,23.20537806,25.41166795,22.57066743,12.46357119,20.1641308,18.15093597,3.60444119,55.10718564,0.11263879,0.15376088,0.1448213,2.56029751,5,14,25,56,13.8,112605.084893184,-408763934.3791
54,145,City of Hawthorne ,City of Hawthorne ,145,3888.56500436,0.627895,54.5,Very High,65.93891655,,,,,87611,2.96,53692,6706,5064,12602,1116,12974,4152,9397,3691,55702,114,95,90,88,45,73,69,86,159,119,72,93,102,84,6284,6103,6054,6095,7372,7900,7124,6515,5725,5417,5306,4919,4088,3155,2268,1529,895,861,65581,1231,1274,73.32484262,5.79860559,9.9113782,BlockApportionment:US.BlockGroups,1,54,US,47735,39876,8568,21575,165,6478,909,376,1804,25.14524432,28.42223009,26.21017909,13.88181849,6.3382452,54.48516739,9.77959389,24.62590314,7.39404869,0.18833252,1.03754095,0.42916985,2.05910217,21,25,31,23,19.4,109192.077473831,-169385214.046825
55,158,City of El Segundo,City of El Segundo,158,3482.24832971,2.7,46,Low,97.31823231,,,,,16974,2.37,106363,207,207,1346,185,2793,860,4276,2610,12484,137,127,128,91,122,183,96,147,111,89,132,146,92,121,749,757,845,883,1256,1522,971,1302,1125,1067,1363,1501,1295,836,608,379,245,270,14088,171,177,18.66004622,1.20580032,5.14523504,BlockApportionment:US.BlockGroups,1,55,US,2961,14013,11023,320,40,1725,31,56,818,17.00247437,24.13691528,28.61435136,21.39743137,8.84882762,17.44432662,64.94049723,1.88523624,10.16260163,0.23565453,0.18263226,0.32991634,4.81913515,3,12,29,55,14.9,58240.7871525815,-151686130.495786
56,172,City of Culver City,City of Culver City,172,3286.183748,12.453881,497.892,Moderate,70.99941002,,,,,39557,2.32,101186,1247,800,3036,328,5263,1519,9454,7875,29522,112,117,113,99,103,148,102,139,130,96,119,133,87,115,1824,1836,2015,2021,2339,3121,2746,2831,2613,2742,2798,2873,2644,2195,1802,1218,841,1097,32638,404,374,35.04779041,4.92269517,6.87460404,BlockApportionment:US.BlockGroups,1,56,US,9976,29580,17255,3472,62,6557,75,214,1945,17.49121521,22.7115302,27.76752534,19.49591728,12.53381197,25.21930379,43.62059812,8.77720757,16.57608009,0.15673585,0.18959982,0.54099148,4.91695528,7,11,23,59,14.4,116847.326411069,-143145591.478856
57,137,City of La Mirada,City of La Mirada,137,5017.76601914,4.1,202,Moderate,60,,,,,49528,3.14,96403,1531,1704,7301,722,8183,3411,7635,3734,34221,115,95,100,75,97,120,93,116,105,82,103,106,87,113,2363,2567,2786,3620,3972,3251,3891,3170,2730,2912,3114,3242,3053,2465,2024,1638,1172,1557,40208,856,1159,36.34264246,4.74360589,9.77129721,BlockApportionment:US.BlockGroups,1,57,US,20738,28790,16727,967,135,9626,113,99,1122,18.81763851,26.50823776,24.07930867,17.68696495,12.90381199,41.87126474,33.77281538,1.95243095,19.43547084,0.27257309,0.22815377,0.19988693,2.26538524,9,23,34,33,14.6,79826.3852581934,-218573013.499188
58,142,City of Compton,City of Compton,142,6464.16399417,0.578266,56.555,High,58.39369995,,,,,98228,4.18,52404,12848,8019,15353,1098,11077,3511,3704,1218,56828,120,68,68,82,29,53,56,64,107,82,48,68,88,56,8536,8533,8261,7802,8270,9017,7772,6410,5561,5505,5116,4817,4116,3031,2183,1440,998,863,68199,1580,1523,94.55314744,6.64367685,11.98977697,BlockApportionment:US.BlockGroups,1,58,US,66292,31936,708,29110,163,249,645,133,929,30.57071303,28.67003298,22.99955206,12.17982653,5.58292951,67.48788533,0.72077208,29.63513458,0.25349188,0.16594047,0.65663558,0.13539928,0.94575885,37,29,26,9,19.3,178780.711177834,-281577867.779824
59,055,City of Commerce,City of Commerce,55,4194.72440593,2.289099,30.049,Moderate,50.25508093,,,,,13073,3.72,52621,1733,1490,1625,212,1564,434,769,266,8093,126,47,74,77,28,48,60,46,116,95,40,77,96,50,970,1000,999,993,1018,1144,966,915,773,815,732,650,589,483,380,279,183,185,9499,183,204,57.39772046,4.76610557,10.30353046,BlockApportionment:US.BlockGroups,1,59,US,12293,780,378,140,44,152,7,23,36,27.33878987,26.88747801,24.74565899,13.17218695,7.85588618,94.03350417,2.89145567,1.07090951,1.16270175,0.33657156,0.05354548,0.17593513,0.27537673,40,23,25,13,20.3,93314.8882246044,-182721464.234304
60,074,City of Lawndale,City of Lawndale,74,1261.05458818,0.786099,26.126,Very High,95.66099966,,,,,33145,3.4,60951,2969,2517,4817,565,4980,1234,3057,1087,21226,109,88,84,84,24,73,52,83,178,124,64,75,95,86,2328,2306,2262,2356,2667,3165,2591,2419,2265,2212,2106,1881,1577,1180,805,456,305,264,24867,485,489,63.32910557,5.72911498,8.96388693,BlockApportionment:US.BlockGroups,1,60,US,20909,12236,4640,2814,90,3453,332,127,780,24.97510937,28.35118419,27.1594509,13.99306079,5.52119475,63.08342133,13.99909489,8.48996832,10.41786091,0.27153417,1.00165938,0.38316488,2.35329612,26,25,29,20,17.8,36873.8698963374,-54931318.1351206
61,071,City of Bell,City of Bell,71,1675.99900769,0.378774,13.687,Very High,76.79814862,,,,,35305,3.98,44854,5888,3904,4773,430,2978,1052,1469,147,20641,130,28,72,68,18,37,59,35,105,97,33,86,92,42,2985,2936,2826,2869,3048,3354,2760,2500,2151,2085,1929,1629,1377,1064,736,472,309,274,24843,571,584,49.51472309,5.2215828,9.93112171,BlockApportionment:US.BlockGroups,1,61,US,33257,2048,1418,125,56,237,2,60,150,29.63319643,29.22248973,24.54326583,11.52811217,5.07293584,94.19912194,4.01642827,0.3540575,0.67129302,0.15861776,0.00566492,0.1699476,0.424869,47,25,20,8,17.8,65404.0320036021,-73006224.7492989
62,076,City of Maywood,City of Maywood,76,755.68966968,0.331637,9.19,Very High,93.69169181,,,,,26956,4.18,43852,5177,2457,4344,228,1821,527,711,158,15423,130,26,71,67,17,35,59,34,103,97,32,86,91,41,2382,2355,2247,2226,2323,2508,2152,1942,1638,1627,1483,1142,963,741,537,338,189,163,18656,452,458,43.51090304,5.29917277,9.57709137,BlockApportionment:US.BlockGroups,1,62,US,26354,602,409,42,23,64,13,25,26,30.79091853,29.2810506,24.81822229,10.55794628,4.55186229,97.76673097,1.51728743,0.15580947,0.23742395,0.08532423,0.04822674,0.09274373,0.09645348,49,30,15,6,18.2,30159.1474519954,-32917710.3401727
63,116,City of Inglewood,City of Inglewood,116,5823.01952529,0.784492,87.998,Very High,42.02910377,,,,,110848,2.99,52078,9770,7550,14061,1657,18643,5628,10579,4712,72600,108,92,77,97,45,57,78,75,121,103,61,77,93,73,7440,7449,7516,7359,8486,9454,8577,7431,6744,6686,7004,6613,6112,4925,3833,2402,1484,1334,84026,1494,1447,93.33702487,7.19452771,9.55260181,BlockApportionment:US.BlockGroups,1,63,US,58316,52531,2839,45189,213,1558,316,329,2087,24.19709873,26.57512991,25.13802685,15.92270497,8.16703955,52.60897806,2.56116484,40.76663539,1.40552829,0.19215502,0.28507506,0.29680283,1.88275837,24,22,33,21,20.5,90360.5154415187,-253649715.919711
64,114,City of Bell Gardens,City of Bell Gardens,114,1577.40582627,1.309718,55.959,Very High,81.61911038,,,,,42697,4.34,42905,8129,4195,6467,345,2896,975,1062,278,24347,130,26,71,67,17,35,59,34,103,97,32,86,90,41,3811,3718,3486,3421,3914,4300,3479,2880,2548,2474,2214,1869,1621,1226,772,495,256,213,29617,677,679,44.18075006,4.67606641,9.18847469,BlockApportionment:US.BlockGroups,1,64,US,41080,1617,962,182,87,243,28,52,63,30.63447081,30.56186617,23.69253109,11.0452725,4.06585943,96.21284868,2.2530857,0.42625946,0.56912664,0.20376139,0.06557838,0.12178842,0.14755135,51,28,16,6,18.4,38939.3008731193,-68711522.9452897
65,002,City of Rolling Hills,City of Rolling Hills,2,1914.5158267,0,0,Not Participating,1.32347557,,,,,1890,2.82,200001,11,26,116,5,171,77,450,611,1467,76,76,121,71,159,159,112,166,107,72,152,195,72,149,53,67,91,125,87,91,78,82,48,67,116,188,170,154,147,125,96,105,1603,26,23,11.42552223,0.00913492,3.63072918,BlockApportionment:US.BlockGroups,1,65,US,115,1775,1321,27,0,366,2,4,55,15.18518519,16.13756614,16.56084656,27.08994709,25.02645503,6.08465608,69.89417989,1.42857143,19.36507937,0,0.10582011,0.21164021,2.91005291,3,8,17,72,12.8,48105.8549403,-83395975.8262385
66,162,City of Downey,City of Downey,162,8045.44870816,1.105872,125.783,High,38.72123031,,,,,115236,3.33,74280,8153,6957,17055,1829,17087,5745,12796,6237,75859,116,92,86,83,49,87,57,94,139,91,74,72,95,85,7406,7636,7870,7682,8786,10057,9202,8109,7374,7549,7105,6559,5699,4657,3589,2377,1617,1965,87779,1560,1576,42.74975643,4.73946258,8.32935529,BlockApportionment:US.BlockGroups,1,66,US,83694,31542,17649,3591,197,8471,166,204,1265,23.82675553,27.05838453,26.15241765,14.67857267,8.28560519,72.62834531,15.3155264,3.11621368,7.35100142,0.17095352,0.14405221,0.17702801,1.09774723,20,25,30,25,15.6,90072.6678886047,-350458343.890054
67,056,City of Cudahy,City of Cudahy,56,786.59769556,0.819525,19.803,Very High,81.66853587,,,,,24036,4.25,43724,3988,2503,3088,211,2051,626,763,260,13490,130,26,71,67,17,35,59,34,103,97,32,86,91,41,2131,2084,1918,2052,2361,2423,1855,1594,1418,1461,1312,1044,854,598,442,243,134,112,16694,417,426,46.66358875,5.70344047,9.77467273,BlockApportionment:US.BlockGroups,1,67,US,23174,862,433,172,42,114,8,36,57,30.54584789,31.12830754,24.06806457,10.38442336,3.87335663,96.41371276,1.80146447,0.71559328,0.47428857,0.17473789,0.03328341,0.14977534,0.23714428,48,24,20,8,18.8,33758.03069714,-34264058.5621105
68,088,City of South Gate,City of South Gate,88,4704.95126885,1.534991,147.815,Very High,44.70948294,,,,,95953,4.07,53101,15024,9133,13859,1258,9405,3011,4289,1620,57599,128,46,72,73,27,53,54,54,111,87,46,73,93,53,7769,7762,7403,7327,8093,9089,7747,6643,5838,5809,5320,4544,4071,3296,2316,1476,766,684,68669,1479,1498,42.14615774,5.66228123,10.56182359,BlockApportionment:US.BlockGroups,1,68,US,91468,4485,2771,538,103,694,68,132,179,28.43475452,29.08298855,24.60579659,12.41336905,5.46309131,95.32583661,2.88787219,0.56069117,0.72327077,0.10734422,0.07086803,0.13756735,0.18654966,42,26,22,10,19.1,102610.914025156,-204946857.481271
69,149,City of Norwalk,City of Norwalk,149,6246.93373149,1.060293,113.2,High,47.23919298,,,,,107962,3.88,69168,10371,6326,17905,1838,14919,5897,9772,3181,70209,124,84,74,82,44,85,44,92,129,73,71,51,96,75,7157,7399,7443,7529,8225,9325,8838,7570,6731,6859,6373,5929,5477,4452,3393,2306,1465,1493,81474,1550,1490,58.29866516,5.26054083,12.44245699,BlockApportionment:US.BlockGroups,1,69,US,77326,30636,11323,3786,257,13426,358,180,1305,24.53455846,27.25773883,25.50249162,14.68850151,8.01856209,71.62334896,10.48794946,3.50678943,12.43585706,0.23804672,0.33159815,0.16672533,1.20875864,24,28,30,18,16.3,91273.5759792658,-272115344.878996
70,140,City of Paramount,City of Paramount,140,3090.53102899,1.815072,99.976,Very High,60.19667964,,,,,54741,3.91,53580,6815,4297,7900,1038,6113,2196,2672,1338,32369,123,49,73,74,27,53,57,54,113,88,46,76,91,54,4474,4488,4300,4266,4844,5294,4307,3775,3294,3311,3090,2627,2230,1707,1184,762,420,368,38910,845,852,55.09562137,6.10456037,10.18495969,BlockApportionment:US.BlockGroups,1,70,US,44002,10739,2622,5396,80,1661,382,57,541,28.91982244,29.48795236,24.60678468,11.99101222,4.99442831,80.38216328,4.78982846,9.85732815,3.03428874,0.14614274,0.69783161,0.10412671,0.98829031,34,28,26,12,16.2,67866.3139802491,-134622993.129072
71,102,City of Gardena,City of Gardena,102,3749.45844212,0.824004,49.652,High,61.17520415,,,,,60780,2.84,58567,3550,3427,9924,822,9376,4338,8139,2921,42497,101,106,90,98,57,88,79,98,142,107,78,91,82,100,3452,3579,3850,3613,3789,4315,4237,4196,3930,4055,3927,3824,3668,3087,2625,1842,1295,1496,47734,701,747,74.63932187,5.65484469,9.39880078,BlockApportionment:US.BlockGroups,1,71,US,23487,37293,4836,13367,95,16873,380,163,1579,21.46429747,22.68673906,26.50213886,17.40539651,11.9414281,38.64264561,7.95656466,21.99243172,27.76077657,0.15630141,0.62520566,0.26818032,2.59789404,16,25,32,26,17,65988.9271103874,-163325756.433621
72,100,City of Bellflower,City of Bellflower,100,3943.37582696,0.68,53.074,Very High,45.8893231,,,,,78716,3.25,58182,5681,5300,12140,1363,12102,4084,6938,2581,50189,111,94,88,86,41,82,57,93,164,110,72,75,95,88,5589,5462,5468,5561,6448,7320,6090,5308,4882,4841,4611,4388,3943,3120,2379,1439,919,951,58834,1120,1078,72.60048799,6.02963858,10.30075791,BlockApportionment:US.BlockGroups,1,72,US,42881,35835,13451,9803,214,9878,564,157,1767,25.25788912,28.01971645,24.95299558,14.54723309,7.22597693,54.47558311,17.0880126,12.45363077,12.54891001,0.27186341,0.71649982,0.19945119,2.2447787,22,27,32,19,16.3,59075.6990539148,-171772763.929309
73,178,City of Manhattan Beach,City of Manhattan Beach,178,2523.71131951,3.15495,111.925,Low,95.19070921,,,,,35594,2.56,170584,141,330,1523,124,2663,1242,10192,8857,25072,105,104,113,84,151,183,112,173,101,83,148,207,90,138,1800,2160,2556,2347,1659,1756,1795,2370,2386,2594,2720,2948,2483,1924,1655,1077,678,686,27495,424,340,15.68761522,3.81492273,4.69272023,BlockApportionment:US.BlockGroups,1,73,US,2810,32784,26964,282,44,3624,46,84,1740,22.75383492,16.78372759,28.29128505,20.66359499,11.50755745,7.89458898,75.75434062,0.79226836,10.18149126,0.12361634,0.12923526,0.23599483,4.88846435,2,7,16,76,12.1,47880.2110209682,-109932425.346917
